pod,namespace,node
vmstorage-developer-journey-stable-74f957cc75-b2mf4,victoria-metrics,gallant-hermann-3153050289
vmstorage-developer-journey-stable-74f957cc75-bgqt2,victoria-metrics,beautiful-herschel-2454719271
vmstorage-shopper-journey-stable-f967fb5b5-cvwvc,victoria-metrics,beautiful-herschel-2454719271
vmstorage-tech-infra-stable-8978dd9cc-2jclc,victoria-metrics,beautiful-herschel-2454719271
vmstorage-janus-stable-5c7c7c5dcc-g2rl8,victoria-metrics,compassionate-driscoll-780225979
vminsert-merchant-journey-stable-8546687946-tt2tn,victoria-metrics,goofy-greider-555294125
vmsingle-loadtests-5949b5f6f6-5mg7w,victoria-metrics,goofy-greider-555294125
vmstorage-developer-journey-stable-74f957cc75-fpsng,victoria-metrics,goofy-greider-555294125
vmstorage-developer-journey-stable-74f957cc75-hd64b,victoria-metrics,goofy-greider-555294125
vmstorage-merchant-journey-stable-775c4d748-d94cp,victoria-metrics,goofy-greider-555294125
vminsert-vm-o11y-platform-85b5647f64-hcxc9,victoria-metrics,busy-germain-3509373676
vmsingle-slos-57745c5475-xscxf,victoria-metrics,busy-germain-3509373676
vmstorage-merchant-journey-stable-775c4d748-hsdsq,victoria-metrics,busy-germain-3509373676
vmstorage-shopper-journey-stable-f967fb5b5-lktfm,victoria-metrics,busy-germain-3509373676
vminsert-default-stable-575f548b58-4wr7s,victoria-metrics,admiring-poincare-2078572378
vmstorage-shopper-journey-stable-f967fb5b5-xqt96,victoria-metrics,admiring-poincare-2078572378
vminsert-vm-infra-metrics-78b859cb95-j7jfg,victoria-metrics,heuristic-rosalind-1300395947
vmstorage-tech-infra-stable-8978dd9cc-5lntj,victoria-metrics,heuristic-rosalind-1300395947
vmstorage-developer-journey-stable-74f957cc75-ln644,victoria-metrics,jovial-murdock-3941009395
vmstorage-developer-journey-stable-74f957cc75-m6pxx,victoria-metrics,kind-payne-3512362580
vmstorage-janus-stable-5c7c7c5dcc-knq9t,victoria-metrics,sharp-bell-1665006671
vminsert-janus-stable-5f4c9cf657-s99jz,victoria-metrics,gracious-ride-4023610416
vmselect-janus-stable-595686495c-kvbl6,victoria-metrics,gracious-ride-4023610416
vmstorage-developer-journey-stable-74f957cc75-q76fd,victoria-metrics,gracious-ride-4023610416
vmstorage-default-stable-7dddf9575f-fmn7c,victoria-metrics,amazing-merkle-3661627645
vmstorage-merchant-journey-stable-775c4d748-n46qs,victoria-metrics,amazing-merkle-3661627645
vmagent-vm-monitoring-54497b5b89-mntf9,victoria-metrics,happy-chatelet-3349247846
vmalert-common-dash-score-alert-6b64cf4bbd-72ghj,victoria-metrics,happy-chatelet-3349247846
vmalert-shopper-journey-stable-8658fdff8c-h4chq,victoria-metrics,happy-chatelet-3349247846
vmalert-tech-infra-journey-stable-8fc8cc758-jw8k9,victoria-metrics,happy-chatelet-3349247846
vminsert-shopper-journey-stable-6f66f984b9-fbl9h,victoria-metrics,happy-chatelet-3349247846
vmselect-tech-infra-stable-58f5d779d4-7xfs7,victoria-metrics,happy-chatelet-3349247846
vmstorage-developer-journey-stable-74f957cc75-rs5qv,victoria-metrics,happy-chatelet-3349247846
vmstorage-tech-infra-stable-8978dd9cc-6nlpv,victoria-metrics,happy-chatelet-3349247846
vminsert-tech-infra-stable-84468555bf-ztfbk,victoria-metrics,thirsty-dubinsky-146015062
vmstorage-tech-infra-stable-8978dd9cc-7qx7f,victoria-metrics,thirsty-dubinsky-146015062
vmstorage-janus-stable-5c7c7c5dcc-mvzxd,victoria-metrics,reverent-buck-3662952590
vmstorage-tech-infra-stable-8978dd9cc-d64lw,victoria-metrics,reverent-buck-3662952590
vmstorage-tech-infra-stable-8978dd9cc-hvf7c,victoria-metrics,reverent-buck-3662952590
vmagent-aggregation-delta-55bf55b887-wrftx,victoria-metrics,optimistic-greider-50333259
vminsert-developer-journey-stable-6846d8fcd7-9z8kh,victoria-metrics,optimistic-greider-50333259
vmselect-merchant-journey-stable-5b48c59488-mpr9h,victoria-metrics,optimistic-greider-50333259
vmstorage-default-stable-7dddf9575f-ktk5m,victoria-metrics,optimistic-greider-50333259
vmstorage-tech-infra-stable-8978dd9cc-pmlws,victoria-metrics,sleepy-napier-1046251390
vminsert-janus-stable-5f4c9cf657-tgvhf,victoria-metrics,heuristic-archimedes-3426568483
vmselect-tech-infra-stable-58f5d779d4-824c8,victoria-metrics,heuristic-archimedes-3426568483
vmstorage-developer-journey-stable-74f957cc75-rvqjc,victoria-metrics,heuristic-archimedes-3426568483
vmstorage-janus-stable-5c7c7c5dcc-mxlbj,victoria-metrics,heuristic-archimedes-3426568483
vmselect-merchant-journey-stable-5b48c59488-qzvrm,victoria-metrics,unruffled-varahamihira-1934674296
vmselect-shopper-journey-stable-77f5579787-gjntr,victoria-metrics,unruffled-varahamihira-1934674296
vmselect-tech-infra-stable-58f5d779d4-nf9z7,victoria-metrics,unruffled-varahamihira-1934674296
vmselect-vm-infra-metrics-6bf668b5f-zbrkt,victoria-metrics,unruffled-varahamihira-1934674296
vmstorage-developer-journey-stable-74f957cc75-ssbrx,victoria-metrics,unruffled-varahamihira-1934674296
vmstorage-developer-journey-stable-74f957cc75-t7cmn,victoria-metrics,unruffled-varahamihira-1934674296
vmstorage-janus-stable-5c7c7c5dcc-n5qkv,victoria-metrics,unruffled-varahamihira-1934674296
vmstorage-shopper-journey-stable-f967fb5b5-xsnl4,victoria-metrics,unruffled-varahamihira-1934674296
vmselect-developer-journey-stable-55f78bd6cd-tctls,victoria-metrics,hungry-yonath-1677893899
vmselect-janus-stable-595686495c-nz5sk,victoria-metrics,hungry-yonath-1677893899
vmstorage-janus-stable-5c7c7c5dcc-nkjw5,victoria-metrics,hungry-yonath-1677893899
vminsert-shopper-journey-stable-6f66f984b9-gpq7l,victoria-metrics,youthful-wilson-1258830411
vmstorage-default-stable-7dddf9575f-mctzj,victoria-metrics,youthful-wilson-1258830411
vmstorage-tech-infra-stable-8978dd9cc-xmkxh,victoria-metrics,youthful-wilson-1258830411
vmstorage-tech-infra-stable-8978dd9cc-z44lb,victoria-metrics,youthful-wilson-1258830411
vminsert-merchant-journey-stable-8546687946-zmv4v,victoria-metrics,stoic-torvalds-774989086
vminsert-shopper-journey-stable-6f66f984b9-mwcrm,victoria-metrics,stoic-torvalds-774989086
vmselect-merchant-journey-stable-5b48c59488-wwhxf,victoria-metrics,stoic-torvalds-774989086
vmselect-shopper-journey-stable-77f5579787-sbckj,victoria-metrics,stoic-torvalds-774989086
vmselect-tech-infra-stable-58f5d779d4-p5vrn,victoria-metrics,stoic-torvalds-774989086
vmselect-vm-o11y-platform-6f8f7459c5-pr4fb,victoria-metrics,stoic-torvalds-774989086
vmsingle-internal-monitoring-7fc58dc779-cfcb6,victoria-metrics,stoic-torvalds-774989086
vmstorage-blackfriday-stable-5858d54b84-qbv7z,victoria-metrics,stoic-torvalds-774989086
vmstorage-developer-journey-stable-74f957cc75-v964n,victoria-metrics,stoic-torvalds-774989086
vmstorage-janus-stable-5c7c7c5dcc-nvmr8,victoria-metrics,stoic-torvalds-774989086
vmstorage-janus-stable-5c7c7c5dcc-plxgx,victoria-metrics,stoic-torvalds-774989086
vmstorage-janus-stable-5c7c7c5dcc-ppljf,victoria-metrics,stoic-torvalds-774989086
vmstorage-janus-stable-5c7c7c5dcc-qdbgg,victoria-metrics,stoic-torvalds-774989086
vmstorage-janus-stable-5c7c7c5dcc-qphv9,victoria-metrics,stoic-torvalds-774989086
vmstorage-janus-stable-5c7c7c5dcc-vwv82,victoria-metrics,stoic-torvalds-774989086
vmstorage-vm-infra-metrics-57c56f5bf8-4tw9k,victoria-metrics,stoic-torvalds-774989086
vminsert-default-stable-575f548b58-vzbsg,victoria-metrics,nervous-dewdney-442506757
vminsert-developer-journey-stable-6846d8fcd7-dvdf2,victoria-metrics,nervous-dewdney-442506757
vminsert-developer-journey-stable-6846d8fcd7-hwk94,victoria-metrics,nervous-dewdney-442506757
vmselect-tech-infra-stable-58f5d779d4-pwgq7,victoria-metrics,nervous-dewdney-442506757
vmstorage-developer-journey-stable-74f957cc75-w6x68,victoria-metrics,nervous-dewdney-442506757
vmstorage-janus-stable-5c7c7c5dcc-wwbbg,victoria-metrics,stupefied-nash-197546642
vminsert-shopper-journey-stable-6f66f984b9-vdmtx,victoria-metrics,stoic-franklin-958002797
vminsert-vm-o11y-platform-85b5647f64-nj8wt,victoria-metrics,stoic-franklin-958002797
vmstorage-blackfriday-stable-5858d54b84-w2ffj,victoria-metrics,stoic-franklin-958002797
vmstorage-developer-journey-stable-74f957cc75-xq4wh,victoria-metrics,stoic-franklin-958002797
vmstorage-merchant-journey-stable-775c4d748-qm6zp,victoria-metrics,stoic-franklin-958002797
vmstorage-vm-o11y-platform-589cc47f6b-fxctl,victoria-metrics,stoic-franklin-958002797
vmalert-merchant-journey-stable-846dd7d646-2fdvj,victoria-metrics,wizardly-darwin-225700959
vminsert-vm-infra-metrics-78b859cb95-k4swc,victoria-metrics,wizardly-darwin-225700959
vmselect-janus-stable-595686495c-wt65v,victoria-metrics,wizardly-darwin-225700959
vmstorage-tech-infra-stable-8978dd9cc-zp8n2,victoria-metrics,wizardly-darwin-225700959
vmstorage-vm-o11y-platform-589cc47f6b-qlpth,victoria-metrics,wizardly-darwin-225700959
